code,error
5918,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
5922,only algorithm code 1 and 2 are supported
5923,No objects to concatenate
5933,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
5942,No objects to concatenate
5945,only algorithm code 1 and 2 are supported
5949,only algorithm code 1 and 2 are supported
5957,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
5959,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
5986,only algorithm code 1 and 2 are supported
5989,only algorithm code 1 and 2 are supported
6005,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6023,No objects to concatenate
6028,only algorithm code 1 and 2 are supported
6029,No objects to concatenate
6033,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6034,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6046,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6049,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6050,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6054,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6062,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6073,only algorithm code 1 and 2 are supported
6074,"Invalid dictionary construct: [/'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'DescendantFonts', [<PDFObjRef:19>], /'Encoding', /'UniJIS-UTF16-H', /'Subtype', /'Type0', /'Type', /'Font']"
6078,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6083,No objects to concatenate
6089,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6091,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6094,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6095,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6104,only algorithm code 1 and 2 are supported
6141,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6143,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6151,only algorithm code 1 and 2 are supported
6157,only algorithm code 1 and 2 are supported
6159,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6173,No objects to concatenate
6176,only algorithm code 1 and 2 are supported
6178,only algorithm code 1 and 2 are supported
6181,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6183,'latin-1' codec can't encode characters in position 8-11: ordinal not in range(256)
6188,only algorithm code 1 and 2 are supported
6192,only algorithm code 1 and 2 are supported
6194,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6197,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6200,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6203,No objects to concatenate
6233,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6238,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6247,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
6250,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6255,No objects to concatenate
6271,only algorithm code 1 and 2 are supported
6273,only algorithm code 1 and 2 are supported
6276,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6287,only algorithm code 1 and 2 are supported
6291,only algorithm code 1 and 2 are supported
6301,only algorithm code 1 and 2 are supported
6306,only algorithm code 1 and 2 are supported
6324,only algorithm code 1 and 2 are supported
6326,No objects to concatenate
6336,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6338,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6356,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6369,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6370,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6376,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6378,No objects to concatenate
6383,only algorithm code 1 and 2 are supported
6391,only algorithm code 1 and 2 are supported
6400,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6403,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6406,only algorithm code 1 and 2 are supported
6418,only algorithm code 1 and 2 are supported
6425,only algorithm code 1 and 2 are supported
6448,only algorithm code 1 and 2 are supported
6465,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6470,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6481,only algorithm code 1 and 2 are supported
6482,only algorithm code 1 and 2 are supported
6502,only algorithm code 1 and 2 are supported
6503,only algorithm code 1 and 2 are supported
6506,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6513,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6532,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6533,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6539,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6544,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6549,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6553,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6555,No objects to concatenate
6558,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6565,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6568,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6570,'latin-1' codec can't encode characters in position 8-9: ordinal not in range(256)
6572,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6573,No objects to concatenate
6579,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6580,No objects to concatenate
6584,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6586,No objects to concatenate
6588,only algorithm code 1 and 2 are supported
6614,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6616,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6617,No objects to concatenate
6628,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6632,only algorithm code 1 and 2 are supported
6634,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6638,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6640,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6643,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6645,No objects to concatenate
6648,No objects to concatenate
6663,only algorithm code 1 and 2 are supported
6664,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6694,No objects to concatenate
6696,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6701,No objects to concatenate
6702,No objects to concatenate
6703,only algorithm code 1 and 2 are supported
6724,only algorithm code 1 and 2 are supported
6730,only algorithm code 1 and 2 are supported
6737,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6752,only algorithm code 1 and 2 are supported
6753,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6754,only algorithm code 1 and 2 are supported
6762,only algorithm code 1 and 2 are supported
6777,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6794,only algorithm code 1 and 2 are supported
6798,No objects to concatenate
6804,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6806,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6809,No objects to concatenate
6817,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6823,No objects to concatenate
6824,only algorithm code 1 and 2 are supported
6841,only algorithm code 1 and 2 are supported
6844,No objects to concatenate
6855,No objects to concatenate
6857,only algorithm code 1 and 2 are supported
6861,only algorithm code 1 and 2 are supported
6862,No objects to concatenate
6863,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6866,only algorithm code 1 and 2 are supported
6869,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6875,only algorithm code 1 and 2 are supported
6894,No objects to concatenate
6901,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:22>], /'Encoding', /'UniJIS-UTF16-H']"
6924,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6937,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
6938,only algorithm code 1 and 2 are supported
6942,only algorithm code 1 and 2 are supported
6952,only algorithm code 1 and 2 are supported
6954,only algorithm code 1 and 2 are supported
6960,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6961,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x83S\\x83V\\x83b\\x83N'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
6966,No objects to concatenate
6988,No objects to concatenate
6995,"Invalid dictionary construct: [/'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'DescendantFonts', [<PDFObjRef:19>], /'Encoding', /'UniJIS-UTF16-H', /'Subtype', /'Type0', /'Type', /'Font']"
6999,No objects to concatenate
7013,only algorithm code 1 and 2 are supported
7030,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7031,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7037,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7044,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7045,only algorithm code 1 and 2 are supported
7057,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7064,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7065,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7070,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7073,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7076,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7082,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7085,'latin-1' codec can't encode characters in position 8-9: ordinal not in range(256)
7087,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7088,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7089,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7091,No objects to concatenate
7097,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7122,only algorithm code 1 and 2 are supported
7177,only algorithm code 1 and 2 are supported
7186,No objects to concatenate
