code,市場,銘柄名,現在値,業種,出来高,配当利回り,予PER,実PBR,単元株数,売上高,経常利益,自己資本比率,実ROE,優待月(上),優待月(下),単元倍率,特色,連結事業
7956,東証1部,ピジョン,3390.0,,,,,,,,,,,,,,,
7957,東証2部,フジコピアン,1559.0,,,,,,,,,,,,,,,
7958,東証1部,天馬,2397.0,,,,,,,,,,,,,,,
7959,東証1部,オリバー,2866.0,,,,,,,,,,,,,,,
7961,東証1部,兼松サステック,1755.0,,,,,,,,,,,,,,,
7962,東証1部,キングジム,960.0,,,,,,,,,,,,,,,
7963,東証JQS,興研,1870.0,,,,,,,,,,,,,,,
7965,東証1部,象印マホービン,1709.0,,,,,,,,,,,,,,,
7966,東証1部,リンテック,2478.0,,,,,,,,,,,,,,,
7970,東証1部,信越ポリマー,1050.0,,,,,,,,,,,,,,,
7971,東証1部,東リ,249.0,,,,,,,,,,,,,,,
7972,東証1部,イトーキ,364.0,,,,,,,,,,,,,,,
7974,東証1部,任天堂,61990.0,,,,,,,,,,,,,,,
7975,東証2部,リヒトラブ,1760.0,,,,,,,,,,,,,,,
7976,東証1部,三菱鉛筆,1476.0,,,,,,,,,,,,,,,
7979,東証1部,松風,1880.0,,,,,,,,,,,,,,,
7980,東証JQS,重松製作所,911.0,,,,,,,,,,,,,,,
7981,東証1部,タカラスタンダード,1617.0,,,,,,,,,,,,,,,
7983,東証2部,ミロク,1682.0,,,,,,,,,,,,,,,
7984,東証1部,コクヨ,1769.0,,,,,,,,,,,,,,,
7985,東証2部,ネポン,1433.0,,,,,,,,,,,,,,,
7986,東証JQS,日本アイ・エス・ケイ,1323.0,,,,,,,,,,,,,,,
7987,東証1部,ナカバヤシ,609.0,,,,,,,,,,,,,,,
7988,東証1部,ニフコ,3750.0,,,,,,,,,,,,,,,
7989,東証1部,立川ブラインド工業,1332.0,,,,,,,,,,,,,,,
7990,東証1部,グローブライド,3945.0,,,,,,,,,,,,,,,
7991,東証2部,マミヤ・オーピー,686.0,,,,,,,,,,,,,,,
7992,東証2部,セーラー万年筆,204.0,,,,,,,,,,,,,,,
7994,東証1部,オカムラ,1371.0,,,,,,,,,,,,,,,
7995,東証1部,バルカー,2131.0,,,,,,,,,,,,,,,
7997,東証2部,くろがね工作所,746.0,,,,,,,,,,,,,,,
7999,東証1部,ＭＵＴＯＨホールディングス,1581.0,,,,,,,,,,,,,,,
8001,東証1部,伊藤忠商事,3310.0,,,,,,,,,,,,,,,
8002,東証1部,丸紅,944.5,,,,,,,,,,,,,,,
8005,東証1部,スクロール,963.0,,,,,,,,,,,,,,,
8006,東証2部,ユアサ・フナショク,2973.0,,,,,,,,,,,,,,,
8007,東証1部,高島,1715.0,,,,,,,,,,,,,,,
8008,東証1部,４℃ホールディングス,1871.0,,,,,,,,,,,,,,,
8011,東証1部,三陽商会,806.0,,,,,,,,,,,,,,,
8012,東証1部,長瀬産業,1668.0,,,,,,,,,,,,,,,
8013,東証1部,ナイガイ,329.0,,,,,,,,,,,,,,,
8014,東証1部,蝶理,1706.0,,,,,,,,,,,,,,,
8015,東証1部,豊田通商,4960.0,,,,,,,,,,,,,,,
8016,東証1部,オンワードホールディングス,309.0,,,,,,,,,,,,,,,
8018,東証1部,三共生興,506.0,,,,,,,,,,,,,,,
8020,東証1部,兼松,1468.0,,,,,,,,,,,,,,,
8022,東証1部,ミズノ,2265.0,,,,,,,,,,,,,,,
8023,東証2部,大興電子通信,516.0,,,,,,,,,,,,,,,
8025,東証1部,ツカモトコーポレーション,1375.0,,,,,,,,,,,,,,,
8029,東証1部,ルックホールディングス,1379.0,,,,,,,,,,,,,,,
8030,東証2部,中央魚類,2958.0,,,,,,,,,,,,,,,
8031,東証1部,三井物産,2443.5,,,,,,,,,,,,,,,
8032,東証1部,日本紙パルプ商事,3660.0,,,,,,,,,,,,,,,
8035,東証1部,東京エレクトロン,45200.0,,,,,,,,,,,,,,,
8037,東証1部,カメイ,1167.0,,,,,,,,,,,,,,,
8038,東証1部,東都水産,4340.0,,,,,,,,,,,,,,,
8039,東証2部,築地魚市場,2296.0,,,,,,,,,,,,,,,
8040,東証2部,東京ソワール,526.0,,,,,,,,,,,,,,,
8041,東証1部,ＯＵＧホールディングス,2763.0,,,,,,,,,,,,,,,
8043,東証1部,スターゼン,2160.0,,,,,,,,,,,,,,,
8045,東証JQS,横浜丸魚,853.0,,,,,,,,,,,,,,,
8046,東証2部,丸藤シートパイル,2099.0,,,,,,,,,,,,,,,
8050,東証1部,セイコーホールディングス,2097.0,,,,,,,,,,,,,,,
8051,東証1部,山善,988.0,,,,,,,,,,,,,,,
8052,東証1部,椿本興業,3455.0,,,,,,,,,,,,,,,
8053,東証1部,住友商事,1521.5,,,,,,,,,,,,,,,
8056,東証1部,日本ユニシス,3165.0,,,,,,,,,,,,,,,
8057,東証1部,内田洋行,4900.0,,,,,,,,,,,,,,,
8058,東証1部,三菱商事,2964.5,,,,,,,,,,,,,,,
8059,東証1部,第一実業,4335.0,,,,,,,,,,,,,,,
8060,東証1部,キヤノンマーケティングジャパン,2613.0,,,,,,,,,,,,,,,
8061,東証1部,西華産業,1756.0,,,,,,,,,,,,,,,
8065,東証1部,佐藤商事,1119.0,,,,,,,,,,,,,,,
8066,東証2部,三谷商事,6920.0,,,,,,,,,,,,,,,
8068,東証1部,菱洋エレクトロ,2628.0,,,,,,,,,,,,,,,
8070,東証1部,東京産業,609.0,,,,,,,,,,,,,,,
8071,名証2部,東海エレクトロニクス,2650.0,,,,,,,,,,,,,,,
8072,東証JQS,日本出版貿易,1313.0,,,,,,,,,,,,,,,
8074,東証1部,ユアサ商事,2953.0,,,,,,,,,,,,,,,
8075,東証1部,神鋼商事,2466.0,,,,,,,,,,,,,,,
8076,名証2部,カノークス,940.0,,,,,,,,,,,,,,,
8077,東証1部,トルク,243.0,,,,,,,,,,,,,,,
8078,東証1部,阪和興業,3370.0,,,,,,,,,,,,,,,
8079,東証1部,正栄食品工業,4055.0,,,,,,,,,,,,,,,
8081,東証1部,カナデン,1122.0,,,,,,,,,,,,,,,
8084,東証1部,菱電商事,1633.0,,,,,,,,,,,,,,,
8085,東証2部,ナラサキ産業,2051.0,,,,,,,,,,,,,,,
8086,東証1部,ニプロ,1310.0,,,,,,,,,,,,,,,
8087,東証1部,フルサト工業,1650.0,,,,,,,,,,,,,,,
8088,東証1部,岩谷産業,6720.0,,,,,,,,,,,,,,,
8089,東証1部,ナイス,1965.0,,,,,,,,,,,,,,,
8090,東証1部,昭光通商,793.0,,,,,,,,,,,,,,,
8091,東証1部,ニチモウ,2090.0,,,,,,,,,,,,,,,
8093,東証1部,極東貿易,2120.0,,,,,,,,,,,,,,,
8095,東証1部,イワキ,701.0,,,,,,,,,,,,,,,
8096,東証1部,兼松エレクトロニクス,3660.0,,,,,,,,,,,,,,,
8097,東証1部,三愛石油,1217.0,,,,,,,,,,,,,,,
8098,東証1部,稲畑産業,1717.0,,,,,,,,,,,,,,,
8101,東証1部,ＧＳＩクレオス,997.0,,,,,,,,,,,,,,,
8103,東証1部,明和産業,477.0,,,,,,,,,,,,,,,
8104,東証1部,クワザワホールディングス,575.0,,,,,,,,,,,,,,,
8105,東証2部,堀田丸正,65.0,,,,,,,,,,,,,,,
8107,東証1部,キムラタン,24.0,,,,,,,,,,,,,,,
8108,東証1部,ヤマエ久野,1089.0,,,,,,,,,,,,,,,
8111,東証1部,ゴールドウイン,6110.0,,,,,,,,,,,,,,,
8113,東証1部,ユニ・チャーム,4389.0,,,,,,,,,,,,,,,
8114,東証1部,デサント,1905.0,,,,,,,,,,,,,,,
8115,東証2部,ムーンバット,535.0,,,,,,,,,,,,,,,
8117,東証2部,中央自動車工業,2954.0,,,,,,,,,,,,,,,
8118,東証1部,キング,509.0,,,,,,,,,,,,,,,
8119,東証JQS,三栄コーポレーション,2037.0,,,,,,,,,,,,,,,
8123,東証JQS,川辺,986.0,,,,,,,,,,,,,,,
8125,東証1部,ワキタ,1144.0,,,,,,,,,,,,,,,
8127,東証1部,ヤマト　インターナショナル,334.0,,,,,,,,,,,,,,,
8129,東証1部,東邦ホールディングス,1798.0,,,,,,,,,,,,,,,
8130,東証1部,サンゲツ,1561.0,,,,,,,,,,,,,,,
8131,東証1部,ミツウロコグループホールディングス,1274.0,,,,,,,,,,,,,,,
8132,東証1部,シナネンホールディングス,2961.0,,,,,,,,,,,,,,,
8133,東証1部,伊藤忠エネクス,1081.0,,,,,,,,,,,,,,,
8135,東証2部,ゼット,248.0,,,,,,,,,,,,,,,
8136,東証1部,サンリオ,1742.0,,,,,,,,,,,,,,,
8137,東証1部,サンワテクノス,1234.0,,,,,,,,,,,,,,,
8138,東証2部,三京化成,2850.0,,,,,,,,,,,,,,,
8139,東証2部,ナガホリ,172.0,,,,,,,,,,,,,,,
8140,東証1部,リョーサン,2055.0,,,,,,,,,,,,,,,
8141,東証1部,新光商事,747.0,,,,,,,,,,,,,,,
8142,東証1部,トーホー,1701.0,,,,,,,,,,,,,,,
8143,東証2部,ラピーヌ,344.0,,,,,,,,,,,,,,,
8144,東証2部,電響社,1294.0,,,,,,,,,,,,,,,
8145,名証2部,中部水産,2522.0,,,,,,,,,,,,,,,
8147,東証JQS,トミタ,991.0,,,,,,,,,,,,,,,
8150,東証1部,三信電気,2131.0,,,,,,,,,,,,,,,
8151,東証1部,東陽テクニカ,1096.0,,,,,,,,,,,,,,,
8152,東証2部,ソマール,1770.0,,,,,,,,,,,,,,,
8153,東証1部,モスフードサービス,3180.0,,,,,,,,,,,,,,,
8154,東証1部,加賀電子,2750.0,,,,,,,,,,,,,,,
8155,東証1部,三益半導体工業,2520.0,,,,,,,,,,,,,,,
8157,東証1部,都築電気,1854.0,,,,,,,,,,,,,,,
8158,東証1部,ソーダニッカ,612.0,,,,,,,,,,,,,,,
8159,東証1部,立花エレテック,1478.0,,,,,,,,,,,,,,,
8160,東証1部,木曽路,2313.0,,,,,,,,,,,,,,,
8163,東証1部,ＳＲＳホールディングス,823.0,,,,,,,,,,,,,,,
8165,東証1部,千趣会,396.0,,,,,,,,,,,,,,,
8166,東証1部,タカキュー,139.0,,,,,,,,,,,,,,,
8167,東証1部,リテールパートナーズ,1166.0,,,,,,,,,,,,,,,
8168,東証1部,ケーヨー,712.0,,,,,,,,,,,,,,,
8173,東証1部,上新電機,2695.0,,,,,,,,,,,,,,,
8174,東証1部,日本瓦斯,1975.0,,,,,,,,,,,,,,,
8179,東証1部,ロイヤルホールディングス,2100.0,,,,,,,,,,,,,,,
8181,東証1部,東天紅,998.0,,,,,,,,,,,,,,,
8182,東証1部,いなげや,1565.0,,,,,,,,,,,,,,,
8185,東証1部,チヨダ,874.0,,,,,,,,,,,,,,,
8186,東証JQS,大塚家具,303.0,,,,,,,,,,,,,,,
8190,名証2部,ヤマナカ,737.0,,,,,,,,,,,,,,,
8194,東証1部,ライフコーポレーション,3510.0,,,,,,,,,,,,,,,
8198,東証2部,マックスバリュ東海,2477.0,,,,,,,,,,,,,,,
8200,東証1部,リンガーハット,2240.0,,,,,,,,,,,,,,,
8202,東証2部,ラオックス,184.0,,,,,,,,,,,,,,,
8203,東証1部,ＭｒＭａｘＨＤ,631.0,,,,,,,,,,,,,,,
8207,東証1部,テンアライド,329.0,,,,,,,,,,,,,,,
8208,東証JQS,エンチョー,1140.0,,,,,,,,,,,,,,,
8209,東証2部,フレンドリー,416.0,,,,,,,,,,,,,,,
8214,東証1部,ＡＯＫＩホールディングス,661.0,,,,,,,,,,,,,,,
8215,東証JQS,銀座山形屋,846.0,,,,,,,,,,,,,,,
8217,東証1部,オークワ,1159.0,,,,,,,,,,,,,,,
8218,東証1部,コメリ,2751.0,,,,,,,,,,,,,,,
8219,東証1部,青山商事,935.0,,,,,,,,,,,,,,,
8225,東証JQS,タカチホ,1300.0,,,,,,,,,,,,,,,
8226,東証2部,理経,205.0,,,,,,,,,,,,,,,
8227,東証1部,しまむら,10570.0,,,,,,,,,,,,,,,
8228,名証2部,マルイチ産商,1060.0,,,,,,,,,,,,,,,
8230,東証1部,はせがわ,296.0,,,,,,,,,,,,,,,
8233,東証1部,高島屋,1242.0,,,,,,,,,,,,,,,
8237,東証1部,松屋,985.0,,,,,,,,,,,,,,,
8242,東証1部,エイチ・ツー・オー　リテイリング,902.0,,,,,,,,,,,,,,,
8244,東証1部,近鉄百貨店,3180.0,,,,,,,,,,,,,,,
8247,東証2部,大和,299.0,,,,,,,,,,,,,,,
8249,東証2部,テクノアソシエ,1080.0,,,,,,,,,,,,,,,
8252,東証1部,丸井グループ,1994.0,,,,,,,,,,,,,,,
8253,東証1部,クレディセゾン,1330.0,,,,,,,,,,,,,,,
8254,東証2部,さいか屋,408.0,,,,,,,,,,,,,,,
8255,東証1部,アクシアル　リテイリング,4125.0,,,,,,,,,,,,,,,
8256,東証JQS,プロルート丸光,170.0,,,,,,,,,,,,,,,
8260,東証1部,井筒屋,246.0,,,,,,,,,,,,,,,
8267,東証1部,イオン,3040.0,,,,,,,,,,,,,,,
8273,東証1部,イズミ,4255.0,,,,,,,,,,,,,,,
8275,東証1部,フォーバル,841.0,,,,,,,,,,,,,,,
8276,東証1部,平和堂,2340.0,,,,,,,,,,,,,,,
8278,東証1部,フジ,2091.0,,,,,,,,,,,,,,,
8279,東証1部,ヤオコー,6800.0,,,,,,,,,,,,,,,
8281,東証1部,ゼビオホールディングス,957.0,,,,,,,,,,,,,,,
8282,東証1部,ケーズホールディングス,1391.0,,,,,,,,,,,,,,,
8283,東証1部,ＰＡＬＴＡＣ,5680.0,,,,,,,,,,,,,,,
8285,東証1部,三谷産業,395.0,,,,,,,,,,,,,,,
8287,東証2部,マックスバリュ西日本,1809.0,,,,,,,,,,,,,,,
8289,東証1部,Ｏｌｙｍｐｉｃグループ,772.0,,,,,,,,,,,,,,,
8291,東証1部,日産東京販売ホールディングス,239.0,,,,,,,,,,,,,,,
8293,名証2部,ＡＴグループ,1537.0,,,,,,,,,,,,,,,
8298,東証JQS,ファミリー,749.0,,,,,,,,,,,,,,,
8301,東証,日本銀行,32400.0,,,,,,,,,,,,,,,
8303,東証1部,新生銀行,1642.0,,,,,,,,,,,,,,,
8304,東証1部,あおぞら銀行,2553.0,,,,,,,,,,,,,,,
8306,東証1部,三菱ＵＦＪフィナンシャル・グループ,628.0,,,,,,,,,,,,,,,
8308,東証1部,りそなホールディングス,480.4,,,,,,,,,,,,,,,
8309,東証1部,三井住友トラスト・ホールディングス,3949.0,,,,,,,,,,,,,,,
8316,東証1部,三井住友フィナンシャルグループ,4027.0,,,,,,,,,,,,,,,
8331,東証1部,千葉銀行,735.0,,,,,,,,,,,,,,,
8334,東証1部,群馬銀行,376.0,,,,,,,,,,,,,,,
8336,東証1部,武蔵野銀行,1719.0,,,,,,,,,,,,,,,
8337,東証1部,千葉興業銀行,284.0,,,,,,,,,,,,,,,
8338,東証1部,筑波銀行,178.0,,,,,,,,,,,,,,,
8341,東証1部,七十七銀行,1403.0,,,,,,,,,,,,,,,
8342,東証1部,青森銀行,2294.0,,,,,,,,,,,,,,,
8343,東証1部,秋田銀行,1423.0,,,,,,,,,,,,,,,
8344,東証1部,山形銀行,912.0,,,,,,,,,,,,,,,
8345,東証1部,岩手銀行,1953.0,,,,,,,,,,,,,,,
8346,東証1部,東邦銀行,218.0,,,,,,,,,,,,,,,
8349,東証1部,東北銀行,1069.0,,,,,,,,,,,,,,,
8350,東証1部,みちのく銀行,1026.0,,,,,,,,,,,,,,,
8354,東証1部,ふくおかフィナンシャルグループ,2030.0,,,,,,,,,,,,,,,
8355,東証1部,静岡銀行,922.0,,,,,,,,,,,,,,,
8356,東証1部,十六銀行,2037.0,,,,,,,,,,,,,,,
8358,東証1部,スルガ銀行,406.0,,,,,,,,,,,,,,,
8359,東証1部,八十二銀行,390.0,,,,,,,,,,,,,,,
8360,東証1部,山梨中央銀行,847.0,,,,,,,,,,,,,,,
8361,東証1部,大垣共立銀行,1971.0,,,,,,,,,,,,,,,
8362,東証1部,福井銀行,1658.0,,,,,,,,,,,,,,,
8363,東証1部,北國銀行,2404.0,,,,,,,,,,,,,,,
8364,東証1部,清水銀行,1626.0,,,,,,,,,,,,,,,
8365,東証1部,富山銀行,2678.0,,,,,,,,,,,,,,,
8366,東証1部,滋賀銀行,2127.0,,,,,,,,,,,,,,,
8367,東証1部,南都銀行,1919.0,,,,,,,,,,,,,,,
8368,東証1部,百五銀行,326.0,,,,,,,,,,,,,,,
8369,東証1部,京都銀行,5180.0,,,,,,,,,,,,,,,
8370,東証1部,紀陽銀行,1498.0,,,,,,,,,,,,,,,
8377,東証1部,ほくほくフィナンシャルグループ,923.0,,,,,,,,,,,,,,,
8381,東証1部,山陰合同銀行,567.0,,,,,,,,,,,,,,,
8382,東証1部,中国銀行,902.0,,,,,,,,,,,,,,,
8383,東証1部,鳥取銀行,1131.0,,,,,,,,,,,,,,,
8385,東証1部,伊予銀行,605.0,,,,,,,,,,,,,,,
8386,東証1部,百十四銀行,1563.0,,,,,,,,,,,,,,,
8387,東証1部,四国銀行,709.0,,,,,,,,,,,,,,,
8388,東証1部,阿波銀行,2202.0,,,,,,,,,,,,,,,
8392,東証1部,大分銀行,1766.0,,,,,,,,,,,,,,,
8393,東証1部,宮崎銀行,2124.0,,,,,,,,,,,,,,,
8395,東証1部,佐賀銀行,1404.0,,,,,,,,,,,,,,,
8397,東証1部,沖縄銀行,2727.0,,,,,,,,,,,,,,,
8398,福証,筑邦銀行,1699.0,,,,,,,,,,,,,,,
8399,東証1部,琉球銀行,722.0,,,,,,,,,,,,,,,
8410,東証1部,セブン銀行,239.0,,,,,,,,,,,,,,,
8411,東証1部,みずほフィナンシャルグループ,1681.5,,,,,,,,,,,,,,,
8416,東証1部,高知銀行,828.0,,,,,,,,,,,,,,,
8418,東証1部,山口フィナンシャルグループ,675.0,,,,,,,,,,,,,,,
8424,東証1部,芙蓉総合リース,7690.0,,,,,,,,,,,,,,,
8425,東証1部,みずほリース,3475.0,,,,,,,,,,,,,,,
8439,東証1部,東京センチュリー,6530.0,,,,,,,,,,,,,,,
8462,東証JQS,フューチャーベンチャーキャピタル,658.0,,,,,,,,,,,,,,,
8473,東証1部,ＳＢＩホールディングス,2836.0,,,,,,,,,,,,,,,
8508,東証2部,Ｊトラスト,365.0,,,,,,,,,,,,,,,
8511,東証1部,日本証券金融,849.0,,,,,,,,,,,,,,,
8515,東証1部,アイフル,358.0,,,,,,,,,,,,,,,
8518,東証1部,日本アジア投資,232.0,,,,,,,,,,,,,,,
8521,東証1部,長野銀行,1167.0,,,,,,,,,,,,,,,
8522,東証1部,名古屋銀行,2835.0,,,,,,,,,,,,,,,
8524,東証1部,北洋銀行,264.0,,,,,,,,,,,,,,,
8527,東証1部,愛知銀行,2941.0,,,,,,,,,,,,,,,
8530,東証1部,中京銀行,1614.0,,,,,,,,,,,,,,,
8537,東証1部,大光銀行,1413.0,,,,,,,,,,,,,,,
8540,福証,福岡中央銀行,2290.0,,,,,,,,,,,,,,,
8541,東証1部,愛媛銀行,850.0,,,,,,,,,,,,,,,
8542,東証1部,トマト銀行,1047.0,,,,,,,,,,,,,,,
8544,東証1部,京葉銀行,425.0,,,,,,,,,,,,,,,
8550,東証1部,栃木銀行,182.0,,,,,,,,,,,,,,,
8551,東証1部,北日本銀行,1836.0,,,,,,,,,,,,,,,
8554,福証,南日本銀行,722.0,,,,,,,,,,,,,,,
8558,東証1部,東和銀行,585.0,,,,,,,,,,,,,,,
8559,福証,豊和銀行,627.0,,,,,,,,,,,,,,,
8560,福証,宮崎太陽銀行,968.0,,,,,,,,,,,,,,,
8562,東証1部,福島銀行,237.0,,,,,,,,,,,,,,,
8563,東証1部,大東銀行,609.0,,,,,,,,,,,,,,,
8566,東証1部,リコーリース,3495.0,,,,,,,,,,,,,,,
8570,東証1部,イオンフィナンシャルサービス,1299.0,,,,,,,,,,,,,,,
8572,東証1部,アコム,472.0,,,,,,,,,,,,,,,
8584,東証1部,ジャックス,2529.0,,,,,,,,,,,,,,,
8585,東証1部,オリエントコーポレーション,152.0,,,,,,,,,,,,,,,
8591,東証1部,オリックス,1873.5,,,,,,,,,,,,,,,
8593,東証1部,三菱ＨＣキャピタル,652.0,,,,,,,,,,,,,,,
8594,札証,中道リース,436.0,,,,,,,,,,,,,,,
8595,東証1部,ジャフコ　グループ,7700.0,,,,,,,,,,,,,,,
8596,東証1部,九州リースサービス,677.0,,,,,,,,,,,,,,,
8600,東証1部,トモニホールディングス,307.0,,,,,,,,,,,,,,,
8601,東証1部,大和証券グループ本社,623.9,,,,,,,,,,,,,,,
8604,東証1部,野村ホールディングス,589.6,,,,,,,,,,,,,,,
8609,東証1部,岡三証券グループ,452.0,,,,,,,,,,,,,,,
8613,東証1部,丸三証券,646.0,,,,,,,,,,,,,,,
8614,東証1部,東洋証券,170.0,,,,,,,,,,,,,,,
8616,東証1部,東海東京フィナンシャル・ホールディングス,411.0,,,,,,,,,,,,,,,
8617,東証1部,光世証券,680.0,,,,,,,,,,,,,,,
8622,東証1部,水戸証券,303.0,,,,,,,,,,,,,,,
8624,東証1部,いちよし証券,616.0,,,,,,,,,,,,,,,
8628,東証1部,松井証券,856.0,,,,,,,,,,,,,,,
8630,東証1部,ＳＯＭＰＯホールディングス,4432.0,,,,,,,,,,,,,,,
8697,東証1部,日本取引所グループ,2523.0,,,,,,,,,,,,,,,
8698,東証1部,マネックスグループ,802.0,,,,,,,,,,,,,,,
8699,東証JQS,澤田ホールディングス,913.0,,,,,,,,,,,,,,,
8700,東証JQS,丸八証券,1250.0,,,,,,,,,,,,,,,
8704,東証JQS,トレイダーズホールディングス,323.0,,,,,,,,,,,,,,,
8705,東証JQS,岡藤日産証券ホールディングス,160.0,,,,,,,,,,,,,,,
8706,東証1部,極東証券,818.0,,,,,,,,,,,,,,,
8707,東証1部,岩井コスモホールディングス,1717.0,,,,,,,,,,,,,,,
8708,東証1部,藍澤證券,1052.0,,,,,,,,,,,,,,,
8713,東証1部,フィデアホールディングス,127.0,,,,,,,,,,,,,,,
8714,東証1部,池田泉州ホールディングス,172.0,,,,,,,,,,,,,,,
8715,東証1部,アニコム　ホールディングス,954.0,,,,,,,,,,,,,,,
8725,東証1部,ＭＳ＆ＡＤインシュアランスグループホールディングス,3378.0,,,,,,,,,,,,,,,
8732,東証1部,マネーパートナーズグループ,247.0,,,,,,,,,,,,,,,
8737,東証2部,あかつき本社,362.0,,,,,,,,,,,,,,,
8739,東証1部,スパークス・グループ,275.0,,,,,,,,,,,,,,,
8740,東証JQS,フジトミ,247.0,,,,,,,,,,,,,,,
8742,東証1部,小林洋行,271.0,,,,,,,,,,,,,,,
8746,東証JQS,第一商品,241.0,,,,,,,,,,,,,,,
8747,東証JQS,豊トラスティ証券,825.0,,,,,,,,,,,,,,,
8750,東証1部,第一生命ホールディングス,2145.5,,,,,,,,,,,,,,,
8766,東証1部,東京海上ホールディングス,5597.0,,,,,,,,,,,,,,,
8769,東証1部,アドバンテッジリスクマネジメント,736.0,,,,,,,,,,,,,,,
8771,東証1部,イー・ギャランティ,2102.0,,,,,,,,,,,,,,,
8772,東証1部,アサックス,692.0,,,,,,,,,,,,,,,
8783,東証JQS,ＧＦＡ,168.0,,,,,,,,,,,,,,,
8789,東証2部,フィンテック　グローバル,56.0,,,,,,,,,,,,,,,
8793,東証1部,ＮＥＣキャピタルソリューション,1983.0,,,,,,,,,,,,,,,
8795,東証1部,Ｔ＆Ｄホールディングス,1512.0,,,,,,,,,,,,,,,
8798,東証1部,アドバンスクリエイト,903.0,,,,,,,,,,,,,,,
8801,東証1部,三井不動産,2559.5,,,,,,,,,,,,,,,
8802,東証1部,三菱地所,1816.5,,,,,,,,,,,,,,,
8803,東証1部,平和不動産,4165.0,,,,,,,,,,,,,,,
8804,東証1部,東京建物,1709.0,,,,,,,,,,,,,,,
8806,東証1部,ダイビル,1290.0,,,,,,,,,,,,,,,
8818,東証1部,京阪神ビルディング,1370.0,,,,,,,,,,,,,,,
8830,東証1部,住友不動産,3726.0,,,,,,,,,,,,,,,
8835,東証1部,太平洋興発,666.0,,,,,,,,,,,,,,,
8836,東証JQS,ＲＩＳＥ,26.0,,,,,,,,,,,,,,,
8841,東証1部,テーオーシー,743.0,,,,,,,,,,,,,,,
8842,東証1部,東京楽天地,4070.0,,,,,,,,,,,,,,,
8844,東証JQS,コスモスイニシア,436.0,,,,,,,,,,,,,,,
8848,東証1部,レオパレス２１,148.0,,,,,,,,,,,,,,,
8850,東証1部,スターツコーポレーション,2770.0,,,,,,,,,,,,,,,
8854,東証2部,日住サービス,1623.0,,,,,,,,,,,,,,,
8860,東証1部,フジ住宅,625.0,,,,,,,,,,,,,,,
8864,東証1部,空港施設,621.0,,,,,,,,,,,,,,,
8869,東証1部,明和地所,642.0,,,,,,,,,,,,,,,
8871,東証1部,ゴールドクレスト,1734.0,,,,,,,,,,,,,,,
8876,東証1部,リログループ,2090.0,,,,,,,,,,,,,,,
8877,東証1部,エスリード,1661.0,,,,,,,,,,,,,,,
8881,東証1部,日神グループホールディングス,483.0,,,,,,,,,,,,,,,
8886,東証JQS,ウッドフレンズ,2527.0,,,,,,,,,,,,,,,
8887,東証JQS,リベレステ,849.0,,,,,,,,,,,,,,,
8889,東証JQS,ＡＰＡＭＡＮ,580.0,,,,,,,,,,,,,,,
8890,東証JQS,レーサム,808.0,,,,,,,,,,,,,,,
8891,東証2部,ＡＭＧホールディングス,978.0,,,,,,,,,,,,,,,
8892,東証1部,日本エスコン,752.0,,,,,,,,,,,,,,,
8893,東証JQS,新日本建物,398.0,,,,,,,,,,,,,,,
8894,東証2部,ＲＥＶＯＬＵＴＩＯＮ,35.0,,,,,,,,,,,,,,,
8897,東証1部,タカラレーベン,360.0,,,,,,,,,,,,,,,
8898,東証JQS,センチュリー２１・ジャパン,1069.0,,,,,,,,,,,,,,,
8903,東証JQS,サンウッド,589.0,,,,,,,,,,,,,,,
8904,東証1部,ＡＶＡＮＴＩＡ,885.0,,,,,,,,,,,,,,,
8905,東証1部,イオンモール,1734.0,,,,,,,,,,,,,,,
8908,東証1部,毎日コムネット,773.0,,,,,,,,,,,,,,,
8909,東証JQS,シノケングループ,1168.0,,,,,,,,,,,,,,,
8912,東証2部,エリアクエスト,101.0,,,,,,,,,,,,,,,
8914,東証2部,エリアリンク,1373.0,,,,,,,,,,,,,,,
8917,東証1部,ファースト住建,1233.0,,,,,,,,,,,,,,,
8918,東証1部,ランド,11.0,,,,,,,,,,,,,,,
8919,東証1部,カチタス,2926.0,,,,,,,,,,,,,,,
8920,東証1部,東祥,1737.0,,,,,,,,,,,,,,,
8922,マザーズ,日本アセットマーケティング,110.0,,,,,,,,,,,,,,,
8923,東証1部,トーセイ,1079.0,,,,,,,,,,,,,,,
8925,東証2部,アルデプロ,56.0,,,,,,,,,,,,,,,
8927,東証JQS,明豊エンタープライズ,194.0,,,,,,,,,,,,,,,
8928,東証1部,穴吹興産,2094.0,,,,,,,,,,,,,,,
8929,東証2部,青山財産ネットワークス,1524.0,,,,,,,,,,,,,,,
8931,東証2部,和田興産,791.0,,,,,,,,,,,,,,,
8934,東証1部,サンフロンティア不動産,950.0,,,,,,,,,,,,,,,
8935,東証1部,ＦＪネクスト,1019.0,,,,,,,,,,,,,,,
8938,東証JQG,グローム・ホールディングス,1580.0,,,,,,,,,,,,,,,
8940,東証1部,インテリックス,823.0,,,,,,,,,,,,,,,
8944,東証1部,ランドビジネス,351.0,,,,,,,,,,,,,,,
8945,東証1部,サンネクスタグループ,997.0,,,,,,,,,,,,,,,
8946,東証JQS,ＡＳＩＡＮ　ＳＴＡＲ,92.0,,,,,,,,,,,,,,,
8995,東証2部,誠建設工業,623.0,,,,,,,,,,,,,,,
